SOH,Voltage,Time
0.867926993,2.83221754,71.07930007
0.865659104,2.808088433,72.10765962
0.863391062,2.784056808,73.13186461
0.861120928,2.760025183,74.1560696
0.858850761,2.735993557,75.18027459
0.856580595,2.71185106,76.20920483
0.854310428,2.687819434,77.23340982
0.852040261,2.66376105,78.25875525
0.849770094,2.639473538,79.29386588
0.847501149,2.615323916,80.32309979
0.845231846,2.591087898,81.35601579
0.842961679,2.567056272,82.38022078
0.840691512,2.543024647,83.40442577
0.838421346,2.518993021,84.42863076
0.836151179,2.494705356,85.46374794
0.833881012,2.470620197,86.49023447
0.831610845,2.446517965,87.51744862
0.829341025,2.42227163,88.55080435
0.827072463,2.398240004,89.57500934
0.824802942,2.374208379,90.59921433
0.822532776,2.34999544,91.63114671
0.820263463,2.325963815,92.6553517
0.817993297,2.301932189,93.67955669
0.81572313,2.277900564,94.70376168
0.813453453,2.253868938,95.72796667
0.811185767,2.229729771,96.756755
0.8089156,2.205600099,97.78513862
0.806645433,2.181480649,98.81308661
0.804375267,2.157449024,99.8372916
0.8021051,2.133358,100.8640281
0.799836943,2.109174011,101.8947267
0.797567544,2.085070619,102.9219903
0.795299134,2.061038993,103.9461953
0.793031315,2.037007368,104.9704003
0.790762825,2.012942182,105.9960356
0.788493318,1.988910557,107.0202406
0.786223412,1.964878931,108.0444456
0.783953245,1.940847306,109.0686505
0.781684493,1.91681568,110.0928555
0.779414326,1.892784055,111.1170605
0.77714416,1.868752429,112.1412655
0.774874828,1.844477505,113.1758397
0.772604661,1.820432237,114.2006261
0.770334905,1.796400612,115.2248311
0.768064738,1.77229249,116.2522963
0.765794953,1.748168337,117.2804447
0.763524787,1.723939068,118.313073
0.76125462,1.699907443,119.337278
0.758984453,1.675875817,120.361483
0.756714286,1.651844192,121.385688
0.754444119,1.627812566,122.409893
0.752173953,1.603662857,123.4391306
0.749903786,1.579612518,124.4641332
0.747635638,1.555580892,125.4883382
0.745365471,1.531549267,126.5125432
0.743097287,1.507496006,127.5376702
0.74082712,1.48346438,128.5618752
0.738556954,1.459285167,129.5923703
0.736286787,1.435253541,130.6165753
0.73401662,1.411074229,131.6470745
0.731746453,1.387042603,132.6712795
0.729476286,1.363010978,133.6954845
0.72720612,1.338778727,134.72824
0.724935953,1.314747101,135.752445
0.722667973,1.290535766,136.784309
0.720397806,1.266504141,137.808514
0.71812764,1.242316546,138.8393663
0.715857473,1.218131452,139.8701119
0.713587306,1.194099826,140.8943169
0.711317139,1.169921188,141.9247875
0.709046972,1.1456448,142.959424
0.706776806,1.121613175,143.983629
0.704507214,1.097581549,145.007834
0.702238898,1.073350812,146.0405249
0.699971063,1.049110593,147.07362
0.697700896,1.024822295,148.1087641
0.695430729,1.000590235,149.1415114
0.693161069,0.976399573,150.1724944
0.690890902,0.952367947,151.1966994
0.688620969,0.928336322,152.2209044
0.686350802,0.904204934,153.2493611
0.684083016,0.879926927,154.2840667
0.681812849,0.855895302,155.3082717
0.679542682,0.83170115,156.3394034
0.677274141,0.807669525,157.3636084
0.675003974,0.783637899,158.3878134
0.672733946,0.759606274,159.4120183
0.670464997,0.735518594,160.4386123
0.668194831,0.711486968,161.4628173
0.665924664,0.687418635,162.4885867
0.663654497,0.663195393,163.5209583
0.66138433,0.638989954,164.552571
0.659116598,0.614809886,165.5831025
0.656846432,0.590620829,166.614017
0.654578268,0.566589204,167.638222
0.652308101,0.542557578,168.662427
0.65003951,0.518325406,169.6951791
0.647771303,0.494181889,170.7241528
0.645501136,0.470150264,171.7483578
0.64323097,0.446118639,172.7725628
0.640962611,0.421934973,173.8032476
0.638694801,0.397903348,174.8274526
0.636424634,0.373765651,175.8561782
0.634154468,0.349702065,176.8817453
0.631885015,0.32567044,177.9059503
0.629614849,0.301638814,178.9301553
0.627346287,0.277607189,179.9543603
0.62507612,0.253390995,180.9864314
0.622805953,0.229359369,182.0106364
0.62053714,0.205213672,183.039703
0.61826806,0.181182046,184.063908
0.615997893,0.156894039,185.0990397
0.613729752,0.132747813,186.1281289
0.611459585,0.10848224,187.1623046
0.609189418,0.084261701,188.1945608
0.606920746,0.0599919,189.2289166
0.604650579,0.035749389,190.2621094
0.602380412,0.011585101,191.2919683
0.982732425,4.189245661,13.24405398
0.980606134,4.165972074,14.23595209
0.978479843,4.1424497,15.23845327
0.976353551,4.119118468,16.23280817
0.97422726,4.095768684,17.22795372
0.972100969,4.072317458,18.22742261
0.969977183,4.048906541,19.22517363
0.967853259,4.025575821,20.21950666
0.965728138,4.002079013,21.22091827
0.963601846,3.978805426,22.21281638
0.961475555,3.955531839,23.20471449
0.959349264,3.932237532,24.19749566
0.957225443,3.908704978,25.20043072
0.955099152,3.885425464,26.19258144
0.952973179,3.862151877,27.18447955
0.950847623,3.838858372,28.17722651
0.948721332,3.815430294,29.17570892
0.946596454,3.792096078,30.17019098
0.944470163,3.768822491,31.1620891
0.942346041,3.745548903,32.15398721
0.940221119,3.722275316,33.14588532
0.938094828,3.699001729,34.13778343
0.935968537,3.675636855,35.13357213
0.933842246,3.652125104,36.13562056
0.931715954,3.628851517,37.12751868
0.929590958,3.60557793,38.11941679
0.927465391,3.582304343,39.1113149
0.9253391,3.559030756,40.10321302
0.923212809,3.535593046,41.10210591
0.921087634,3.512319459,42.09400402
0.918963258,3.488871983,43.0933131
0.916838093,3.465598396,44.08521122
0.914711802,3.442324809,45.07710933
0.91258551,3.418943698,46.07359001
0.910459219,3.395513707,47.0721539
0.908333396,3.37224012,48.06405202
0.906207105,3.348853685,49.06075962
0.904080813,3.325580098,50.05265773
0.901954522,3.302306511,51.04455584
0.899829192,3.279032924,52.03645396
0.897703483,3.255759337,53.02835207
0.895578335,3.23248575,54.02025018
0.89345331,3.209046952,55.01918942
0.891329605,3.185604281,56.01829372
0.889203897,3.162330694,57.01019183
0.887077606,3.139057107,58.00208995
0.884951315,3.115706794,58.99725809
0.882827375,3.092433207,59.9891562
0.880702296,3.069002992,60.98772961
0.878576005,3.045729405,61.97962772
0.876450911,3.022455818,62.97152583
0.874326587,2.999182231,63.96342394
0.872201832,2.975843471,64.95809969
0.870077977,2.952494424,65.95321383
0.867951686,2.929220837,66.94511195
0.865826433,2.905742532,67.94573496
0.863700141,2.882468945,68.93763308
0.86157385,2.858978504,69.93877328
0.859449287,2.835673185,70.93202379
0.857323321,2.812399598,71.9239219
0.855197029,2.789126011,72.91582001
0.853071905,2.765852424,73.90771812
0.850947932,2.742578837,74.89961624
0.848821641,2.719257827,75.89353548
0.846697794,2.69598424,76.88543359
0.844571503,2.672710653,77.8773317
0.842445212,2.649437066,78.86922982
0.840320627,2.626015106,79.86745145
0.838195428,2.602595879,80.86555658
0.836071301,2.579322292,81.85745469
0.833945009,2.556048705,82.84935281
0.831819102,2.532617574,83.84796532
0.82969281,2.509343987,84.83986343
0.8275668,2.4860704,85.83176154
0.825440758,2.462606615,86.83176569
0.823315827,2.439333028,87.8236638
0.821189536,2.415963204,88.81966346
0.819063245,2.392689617,89.81156158
0.816936954,2.36941603,90.80345969
0.814811775,2.346089895,91.79759731
0.812685484,2.322816308,92.78949543
0.810559193,2.299449129,93.78538236
0.808432901,2.276130874,94.77918418
0.806307157,2.252786408,95.77410311
0.804183156,2.229424743,96.76975501
0.802056865,2.206010421,97.7676511
0.799930574,2.182736834,98.75954922
0.797804651,2.159330817,99.75709138
0.79568007,2.135801721,100.759879
0.793553778,2.112528134,101.7517771
0.791429387,2.089254547,102.7436753
0.789305648,2.06598096,103.7355734
0.787180221,2.042474735,104.7373863
0.78505393,2.019201148,105.7292844
0.782927896,1.995677869,106.7318241
0.780801605,1.972404282,107.7237223
0.778675313,1.94898753,108.721722
0.776549786,1.925713943,109.7136201
0.774425646,1.902215208,110.7151138
0.772299355,1.878796242,111.7132078
0.770174912,1.855522655,112.7051059
0.768048621,1.832249068,113.697004
0.765923385,1.808975481,114.6889021
0.763799368,1.785701894,115.6808002
0.761673309,1.762215269,116.6817778
0.759547071,1.738857666,117.6772566
0.75742225,1.715584079,118.6691547
0.755295958,1.692209175,119.6653709
0.753169667,1.668935588,120.657269
0.751043376,1.645415359,121.6596788
0.74891925,1.622141772,122.6515769
0.746795283,1.598798558,123.6464424
0.744670531,1.575422659,124.642701
0.74254424,1.55208901,125.6371588
0.740419424,1.528815423,126.629057
0.738293191,1.505541836,127.6209551
0.736168792,1.482268249,128.6128532
0.7340425,1.458871025,129.6100206
0.731917553,1.435432634,130.6089425
0.729791262,1.412143915,131.6014855
0.727664971,1.388870328,132.5933836
0.72553868,1.365596741,133.5852818
0.723412388,1.342323154,134.5771799
0.721286097,1.319049567,135.569078
0.719159806,1.295667225,136.5656111
0.717033787,1.272186326,137.5663447
0.714908715,1.248654534,138.5692472
0.712782424,1.225380947,139.5611454
0.710658031,1.20210736,140.5530435
0.708531739,1.178833773,141.5449416
0.706405448,1.155389511,142.5441137
0.70428159,1.132115924,143.5360118
0.702155522,1.108842337,144.5279099
0.700030133,1.085327305,145.5300982
0.697903842,1.061862655,146.5301392
0.695777551,1.038589068,147.5220374
0.693651259,1.015063098,148.5246918
0.691524968,0.991683387,149.5211128
0.689398677,0.968398699,150.513484
0.68727474,0.945125112,151.5053821
0.685148448,0.921638383,152.5063642
0.683022737,0.898364796,153.4982623
0.680897627,0.874841931,154.5007844
0.678773035,0.851568344,155.4926825
0.676646987,0.828294757,156.4845806
0.674521191,0.80483566,157.484385
0.6723949,0.78136895,158.4845138
0.670270396,0.758095363,159.4764119
0.668144104,0.734821776,160.46831
0.666018948,0.711482368,161.4630134
0.663894907,0.688208781,162.4549115
0.661769813,0.664935194,163.4468096
0.659643521,0.641661607,164.4387077
0.65751929,0.61838802,165.4306058
0.655393948,0.595079661,166.4239859
0.653267657,0.571745268,167.4184755
0.651141365,0.548237235,168.4203654
0.64901723,0.524790741,169.4196327
0.646893262,0.50139899,170.4165668
0.644766971,0.478125403,171.4084649
0.642643076,0.454623014,172.4101144
0.640516785,0.431349427,173.4020125
0.638390493,0.40807584,174.3939106
0.636266454,0.384802253,175.3858087
0.634142621,0.361473528,176.3800568
0.632016373,0.338010437,177.3800314
0.629891277,0.314536795,178.3804556
0.627766348,0.291121239,179.3784043
0.625640056,0.267847652,180.3703025
0.623516322,0.244555473,181.3629929
0.621390031,0.221233767,182.3569418
0.619264825,0.19796018,183.3488399
0.617138534,0.174581655,184.3452104
0.615012328,0.15120618,185.3414509
0.612886036,0.127932593,186.333349
0.61076017,0.104659006,187.3252471
0.608633879,0.081385419,188.3171453
0.606508963,0.058111832,189.3090434
0.604383955,0.034838245,190.3009415
0.602259012,0.011429558,191.2985974
0.980697408,4.210535844,12.63367718
0.978511076,4.186108896,13.67473044
0.97632316,4.161694902,14.7152316
0.974135243,4.13749642,15.74654785
0.971948288,4.113222539,16.78107755
0.969762644,4.089024057,17.8123938
0.967574727,4.064825575,18.84371005
0.965386811,4.040627094,19.8750263
0.963201043,4.016428612,20.90634255
0.961014387,3.992056885,21.94504232
0.958828482,3.967858403,22.97635857
0.956641916,3.943659922,24.00767482
0.954454,3.91946144,25.03899107
0.952266384,3.895048747,26.0794368
0.950078468,3.870697073,27.11728193
0.947890552,3.84624275,28.15950189
0.945702636,3.822044268,29.19081814
0.94351472,3.797695777,30.22852763
0.941327053,3.773497296,31.25984388
0.93913922,3.749270339,32.29237368
0.936951303,3.724890216,33.33143133
0.934763387,3.700635443,34.36514662
0.932575736,3.676179139,35.40745102
0.93038782,3.651907223,36.44189695
0.928202366,3.627550368,37.47996295
0.92601445,3.603331156,38.51216267
0.923827398,3.578885478,39.55401418
0.921639481,3.554498907,40.59334665
0.919451565,3.530300425,41.6246629
0.917263649,3.506101943,42.65597915
0.915076615,3.481903461,43.6872954
0.912890534,3.457445247,44.72968119
0.910704001,3.433246765,45.76099744
0.908516751,3.40894944,46.79652629
0.906328835,3.384498283,47.83861133
0.90414245,3.360156361,48.87604086
0.901955043,3.335957879,49.90735711
0.899767393,3.311759397,50.93867336
0.897580935,3.287560915,51.96998962
0.895393019,3.263362433,53.00130587
0.893205765,3.239143533,54.03349233
0.891017849,3.214863283,55.06829347
0.888829933,3.190664801,56.09960972
0.886644248,3.166357066,57.13558225
0.884456332,3.141936502,58.17636342
0.882268416,3.11773802,59.20767967
0.880081636,3.093539538,60.23899592
0.877894961,3.069108109,61.28024016
0.875707045,3.044908921,62.3115865
0.873519129,3.020497733,63.35196811
0.871331213,2.996299251,64.38328436
0.869143296,2.972100769,65.41460061
0.866956874,2.947840405,66.44855423
0.864768958,2.923641923,67.47987048
0.862581705,2.899305374,68.51707101
0.860394336,2.875009737,69.5525279
0.85820642,2.850805991,70.58406853
0.856019897,2.826607509,71.61538478
0.853831981,2.802406122,72.64682486
0.851645951,2.77820764,73.67814111
0.8494598,2.754009158,74.70945736
0.847271884,2.729729569,75.74423032
0.845083968,2.705271969,76.78658993
0.842898435,2.680981763,77.82181538
0.840712239,2.656563212,78.86251075
0.838526181,2.632364731,79.893827
0.836340835,2.608166249,80.92514325
0.834152918,2.583967767,81.9564595
0.831965002,2.559769285,82.98777576
0.829777086,2.535448849,84.02428959
0.827591747,2.511051762,85.06407019
0.825403831,2.486743669,86.10005796
0.823217426,2.462309997,87.14139778
0.821030964,2.438111515,88.17271403
0.818845608,2.413820527,89.20797281
0.816657692,2.389462052,90.24610784
0.814470154,2.36526357,91.27742409
0.812282237,2.341065088,92.30874034
0.81009607,2.316866606,93.34005659
0.807910378,2.292505521,94.37830284
0.805724649,2.268307039,95.40961909
0.803536733,2.244108557,96.44093534
0.801350545,2.21970578,97.48095849
0.799164006,2.19537606,98.51786798
0.796977499,2.17112135,99.55158059
0.794790216,2.146769242,100.5894443
0.792602299,2.122500467,101.6237563
0.790414383,2.098301985,102.6550726
0.788227864,2.074103503,103.6863888
0.78604206,2.049905021,104.7177051
0.783856167,2.025671772,105.7505031
0.781668251,2.001333455,106.787779
0.779480335,1.976905307,107.8288834
0.777294135,1.95263551,108.863239
0.775108701,1.928437028,109.8945553
0.772920785,1.904238547,110.9258715
0.770733983,1.880018898,111.9580899
0.768546067,1.855820417,112.9894061
0.76636038,1.831621935,114.0207224
0.764172464,1.807341586,115.0555277
0.761985247,1.78294177,116.0954246
0.759799748,1.758743288,117.1267409
0.757614398,1.734544806,118.1580571
0.755428281,1.710346324,119.1893734
0.753241205,1.686147842,120.2206896
0.75105407,1.661795846,121.2585485
0.748868604,1.63751878,122.2932139
0.74668279,1.613320298,123.3245302
0.744497431,1.588921767,124.3643724
0.74231079,1.56465596,125.398558
0.740124856,1.540325992,126.435478
0.73793694,1.516028547,127.471012
0.735749151,1.491830065,128.5023282
0.73356228,1.467631583,129.5336445
0.731374364,1.443433101,130.5649607
0.729187916,1.419234619,131.596277
0.727,1.395036137,132.6275932
0.724812084,1.370772613,133.6616815
0.722624168,1.346574132,134.6929978
0.720436252,1.322252262,135.7295727
0.718248335,1.29805378,136.7608889
0.716062103,1.273855298,137.7922052
0.713874187,1.249468137,138.8315628
0.711686271,1.225269655,139.862879
0.709498355,1.201071173,140.8941953
0.707312127,1.176872691,141.9255115
0.705124211,1.152674209,142.9568278
0.702937561,1.128394075,143.991624
0.700749645,1.104024099,145.0302492
0.698561729,1.079571903,146.0723784
0.696373813,1.055373422,147.1036947
0.694188433,1.03117494,148.1350109
0.692000614,1.00676957,149.1751446
0.689812698,0.982571088,150.2064608
0.687624781,0.958372607,151.2377771
0.68543726,0.934132542,152.2708655
0.683249344,0.909778498,153.3088117
0.681061428,0.885364121,154.3493292
0.678873512,0.861165639,155.3806454
0.676685596,0.836827453,156.4179158
0.67449768,0.812482726,157.4554648
0.672310924,0.788284245,158.4867811
0.670123008,0.763889412,159.5264656
0.667937559,0.73969093,160.5577818
0.665750013,0.715234666,161.6000845
0.663562097,0.6908889,162.6376779
0.661374514,0.666690418,163.6689941
0.659187374,0.642491936,164.7003104
0.657001183,0.618183651,165.7363064
0.654813986,0.593985169,166.7676226
0.652626098,0.569704957,167.8024221
0.650438182,0.545253786,168.8445077
0.648250266,0.520992916,169.8784829
0.646062698,0.496717111,170.9130946
0.643875903,0.472363045,171.9510417
0.641688248,0.448164563,172.982358
0.639501944,0.423966081,174.0136742
0.637314028,0.399767599,175.0449905
0.635126324,0.375569117,176.0763067
0.632938408,0.351306217,177.1103684
0.630751574,0.326879604,178.1514074
0.628564219,0.302565738,179.1876412
0.626376303,0.278293495,180.2221011
0.624188387,0.253927016,181.2605772
0.622000471,0.229565341,182.2988486
0.619814128,0.205262823,183.3345988
0.617626212,0.181045103,184.3667349
0.615438321,0.156593282,185.4088482
0.613251035,0.132394801,186.4401645
0.611064124,0.108196319,187.4714807
0.6088767,0.083997837,188.502797
0.606688784,0.059799355,189.5341133
0.604502948,0.035600873,190.5654295
0.602315032,0.011402391,191.5967458
0.979972642,4.202687452,12.67117765
0.97783893,4.178964686,13.68221932
0.975706495,4.155354083,14.68848076
0.973571817,4.131708454,15.69623492
0.971437139,4.108097851,16.70249636
0.969304124,4.08445954,17.70993864
0.967169447,4.060848937,18.71620008
0.965036069,4.037238333,19.72246152
0.962901391,4.013627729,20.72872296
0.960766713,3.990017126,21.7349844
0.958634003,3.96617202,22.75124008
0.956499325,3.942561417,23.75750152
0.954364647,3.918796231,24.77035109
0.95222997,3.895185628,25.77661253
0.950095292,3.871479653,26.78693862
0.947962492,3.847738681,27.79875621
0.945828252,3.823995795,28.81065542
0.943693574,3.800385191,29.81691686
0.941558897,3.776570227,30.83188794
0.939424219,3.752959623,31.83814938
0.937289559,3.72922948,32.84950547
0.935155736,3.70553362,33.85940048
0.933021058,3.681923016,34.86566192
0.930887889,3.658203244,35.87657604
0.928753211,3.63459264,36.88283748
0.926620572,3.610923181,37.8916073
0.924488162,3.587312577,38.89786875
0.922354793,3.563701973,39.90413019
0.920220115,3.54009137,40.91039163
0.918085437,3.516367554,41.92147805
0.915952283,3.49275695,42.92773949
0.913817606,3.469146347,43.93400093
0.911682928,3.445436913,44.9444744
0.909548728,3.42182631,45.95073584
0.907414051,3.398215706,46.95699728
0.905279373,3.374605103,47.96325873
0.903147179,3.350994499,48.96952017
0.901012501,3.327383895,49.97578161
0.898877823,3.303696595,50.98531177
0.896743146,3.280085992,51.99157321
0.894608468,3.256361265,53.00269845
0.89247379,3.232750662,54.00895989
0.890340371,3.209024726,55.02013668
0.888205694,3.185414122,56.02639812
0.88607207,3.161803519,57.03265956
0.88393942,3.138088053,58.04339011
0.881804743,3.114306167,59.05695147
0.8796715,3.090553021,60.06928794
0.877536951,3.066942417,61.07554938
0.875402273,3.043186969,62.08798394
0.873267595,3.019576365,63.09424539
0.871132917,2.995965762,64.10050683
0.86899824,2.972355158,65.10676827
0.866863562,2.948708927,66.11454811
0.864729127,2.924985922,67.12559999
0.862594754,2.901375318,68.13186143
0.860462275,2.877764715,69.13812287
0.858327598,2.854154111,70.14438432
0.856193695,2.830357019,71.15859372
0.854059496,2.806726649,72.16569758
0.851926639,2.782962384,73.17850794
0.849793315,2.75935178,74.18476938
0.847658637,2.735610253,75.19661064
0.845525942,2.711768567,76.21272058
0.843392252,2.688092912,77.22175447
0.841257574,2.664482308,78.22801591
0.839122896,2.640753382,79.23932014
0.836988644,2.617040256,80.24995099
0.834853966,2.593429652,81.25621243
0.83272036,2.569819049,82.26247387
0.830587795,2.546208445,83.26873531
0.828453909,2.522597842,84.27499675
0.826319232,2.498980673,85.281538
0.824184554,2.475370069,86.28779945
0.822050808,2.451759465,87.29406089
0.819916863,2.428102593,88.30229425
0.817782301,2.404491989,89.30855569
0.815649396,2.380881386,90.31481713
0.813517196,2.357270782,91.32107857
0.811383389,2.333540027,92.33246074
0.809248835,2.309929424,93.33872218
0.807114157,2.286223017,94.34906666
0.804979479,2.262612413,95.3553281
0.802844802,2.23900181,96.36158954
0.800710124,2.215371904,97.36867361
0.798575446,2.1917613,98.37493505
0.796440768,2.168150697,99.38119649
0.794306091,2.144540093,100.3874579
0.79217167,2.120762384,101.4008413
0.790036992,2.09715178,102.4071027
0.787903603,2.073541177,103.4133641
0.785768925,2.049930573,104.4196256
0.783634247,2.026279649,105.4276054
0.781501814,2.002562318,106.4384155
0.779367937,1.978951715,107.4446769
0.777233259,1.955140649,108.4594819
0.775098582,1.931530045,109.4657433
0.77296448,1.907689656,110.481798
0.770829803,1.884079053,111.4880594
0.768697273,1.860468449,112.4943209
0.766563653,1.836857845,113.5005823
0.764428975,1.813218267,114.5080786
0.762294298,1.789428092,115.5219932
0.76015962,1.765817489,116.5282546
0.758024942,1.742152378,117.5368391
0.755891062,1.718541774,118.5431006
0.753758715,1.694931171,119.549362
0.751626213,1.671164029,120.5622949
0.749493324,1.647487686,121.5713581
0.747358646,1.623816172,122.5802155
0.745226188,1.599968321,123.5965882
0.74309151,1.57631167,124.6048121
0.740957686,1.552701067,125.6110736
0.738825385,1.529090463,126.617335
0.736691637,1.505287644,127.6317885
0.73455844,1.481677041,128.6380499
0.732423763,1.458066437,129.6443114
0.730290588,1.434455833,130.6505728
0.728155911,1.41084523,131.6568343
0.726021233,1.38723057,132.6632686
0.723886555,1.363619966,133.66953
0.721751877,1.340009362,134.6757915
0.719618933,1.316347226,135.6842492
0.717484256,1.292484268,136.7012657
0.715349578,1.268837587,137.7090648
0.713215683,1.245226983,138.7153262
0.711081005,1.221616379,139.7215876
0.708947776,1.198005776,140.7278491
0.706813098,1.174395172,141.7341105
0.704680618,1.150715645,142.7433094
0.702547827,1.127105042,143.7495708
0.70041315,1.103263792,144.7656622
0.698278593,1.079653189,145.7719236
0.69614476,1.055874185,146.7853621
0.694010225,1.032263581,147.7916236
0.691875547,1.008652978,148.797885
0.689741074,0.985042374,149.8041464
0.687606396,0.961381127,150.8125663
0.685473766,0.937770523,151.8188277
0.683339088,0.914142444,152.8258339
0.68120441,0.89053184,153.8320954
0.679069733,0.866921236,154.8383568
0.676936164,0.843181467,155.8501232
0.67480291,0.819370257,156.8649343
0.672668232,0.795568704,157.8793338
0.670533554,0.771836756,158.8907668
0.668398877,0.748226152,159.8970283
0.666264199,0.724357494,160.9142877
0.664129542,0.700556925,161.9286453
0.661994864,0.676946321,162.9349068
0.659860903,0.653331095,163.9413652
0.657726226,0.629720491,164.9476267
0.655593281,0.606015384,165.9579158
0.653459517,0.582182961,166.973631
0.651326504,0.558572357,167.9798924
0.649191827,0.534826366,168.9919239
0.64705904,0.51117676,169.9998476
0.644924362,0.487566156,171.0061091
0.642790869,0.463747531,172.0212362
0.640657308,0.440136927,173.0274976
0.63852263,0.416299127,174.043442
0.636387952,0.392688523,175.0497034
0.634253275,0.368946031,176.0615858
0.63211874,0.345335427,177.0678473
0.629986365,0.321707766,178.0748357
0.627851687,0.298097162,179.0810971
0.62571951,0.274486558,180.0873586
0.623584832,0.250637506,181.1037825
0.621451654,0.226788953,182.1201851
0.619316976,0.203178349,183.1264466
0.617183842,0.179567745,184.132708
0.615051077,0.155957142,185.1389694
0.61291777,0.132346538,186.1452309
0.610784405,0.108735934,187.1514923
0.608651132,0.085125331,188.1577538
0.606517902,0.061514727,189.1640152
0.604385297,0.037714812,190.1783449
0.602252749,0.01397833,191.1899712
0.996262359,4.191168613,13.68356091
0.994037694,4.167544585,14.6903945
0.991812795,4.14376227,15.70397412
0.989586602,4.120134803,16.71095426
0.987360409,4.096509893,17.71782542
0.985134216,4.072964002,18.72132888
0.98290979,4.049369244,19.72691499
0.980683826,4.0255932,20.74022732
0.978457633,4.002029693,21.74448157
0.97623144,3.978298119,22.75589862
0.974005247,3.954752228,23.75940208
0.971781135,3.931206337,24.76290553
0.969554942,3.907599915,25.76898879
0.967330722,3.884021184,26.77389182
0.965105358,3.860475293,27.77739527
0.962879165,3.836929402,28.78089873
0.960652972,3.813312998,29.78740739
0.958426779,3.789767107,30.79091084
0.956200586,3.76608089,31.80039484
0.953974393,3.742448297,32.80759342
0.951750261,3.718902406,33.81109687
0.949524068,3.695356515,34.81460033
0.947299758,3.671783319,35.8192675
0.945075987,3.648237428,36.82277095
0.942849794,3.624691537,37.8262744
0.940625626,3.601145646,38.82977786
0.938400755,3.577599755,39.83328131
0.936174562,3.554029143,40.83783835
0.933948369,3.53048278,41.84136191
0.931722176,3.506854061,42.84839541
0.92949703,3.48330817,43.85189886
0.927270837,3.459571566,44.86353033
0.925044644,3.436025674,45.86703378
0.922820394,3.412479783,46.87053724
0.920594201,3.388886857,47.87604527
0.918368629,3.365090785,48.89021121
0.916145009,3.341544894,49.89371466
0.913918816,3.317760701,50.90737431
0.911692622,3.29421481,51.91087776
0.909468472,3.270633669,52.91588353
0.907242279,3.247018043,53.92235904
0.905016515,3.223472152,54.92586249
0.902790322,3.199926261,55.92936595
0.900566202,3.176380369,56.9328694
0.898340369,3.152788227,57.93834406
0.896114176,3.129087521,58.94844555
0.893890497,3.10554163,59.951949
0.891665008,3.081995739,60.95545246
0.889438815,3.058204125,61.96942837
0.887212645,3.034658234,62.97293183
0.884987611,3.011112343,63.97643528
0.882761418,2.987566452,64.97993873
0.880535225,2.963876618,65.9895769
0.878311126,2.940330727,66.99308035
0.876084933,2.916572234,68.00564468
0.873861296,2.892850376,69.01664768
0.871635103,2.869177207,70.02557562
0.869411427,2.845593841,71.03067621
0.867185818,2.821985371,72.03684673
0.864959625,2.79843948,73.04035018
0.862733432,2.774730946,74.05078531
0.860508673,2.75114438,75.05602228
0.85828248,2.727598489,76.05952573
0.856056287,2.704052598,77.06302919
0.853831433,2.680304027,78.07517065
0.85160524,2.656758136,79.0786741
0.849379047,2.633212245,80.08217756
0.847153727,2.609534394,81.09130504
0.844928246,2.585883373,82.09928901
0.842702053,2.562337482,83.10279247
0.84047586,2.538791591,84.10629592
0.838250842,2.515013091,85.11971292
